Datum;Uhrzeit;Gesamt[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige[MWh]
22.03.2019;15:30;-;353,5;376,25;3.600,25;-
22.03.2019;15:45;-;348,75;381;3.216,5;-
22.03.2019;16:00;66.128;344,25;386;2.796;54.500,25
22.03.2019;16:15;-;343,25;402,25;2.368,5;-
22.03.2019;16:30;-;343,25;417;1.926,75;-
22.03.2019;16:45;-;343,25;432,5;1.524,75;-
22.03.2019;17:00;60.242;344,25;451,5;1.145,25;54.081,5
22.03.2019;17:15;-;343,75;492;796;-
22.03.2019;17:30;-;344,75;531;511,5;-
22.03.2019;17:45;-;345,75;576;278,75;-
22.03.2019;18:00;58.349;348,75;627,25;130;53.773,5
22.03.2019;18:15;-;355;700,5;48,5;-
22.03.2019;18:30;-;361,25;776,25;5,5;-
22.03.2019;18:45;-;366,25;855,75;0,5;-
22.03.2019;19:00;61.933;372,75;934,75;0;56.156,5
22.03.2019;19:15;-;381,75;1.018,5;0;-
22.03.2019;19:30;-;391,75;1.099,25;0;-
22.03.2019;19:45;-;401;1.176,75;0;-
22.03.2019;20:00;60.206;411;1.254,5;0;53.053
22.03.2019;20:15;-;424;1.324;0;-
22.03.2019;20:30;-;438;1.393;0;-
22.03.2019;20:45;-;451;1.457,5;0;-
22.03.2019;21:00;60.179;464,75;1.520,75;0;51.810,25
22.03.2019;21:15;-;477,5;1.579;0;-
22.03.2019;21:30;-;488,75;1.640,5;0;-
22.03.2019;21:45;-;502,75;1.694,75;0;-
22.03.2019;22:00;59.236;513,5;1.734,5;0;50.229
22.03.2019;22:15;-;520,5;1.731,25;0;-
22.03.2019;22:30;-;527,5;1.726,25;0;-
22.03.2019;22:45;-;534,25;1.719,25;0;-
22.03.2019;23:00;56.237;537,5;1.710;0;47.233,25
22.03.2019;23:15;-;538,75;1.710,25;0;-
22.03.2019;23:30;-;540,25;1.711,75;0;-
22.03.2019;23:45;-;543,25;1.712;0;-
23.03.2019;00:00;54.294;591,75;1.868;0;44.458,5
23.03.2019;00:15;-;593,5;1.866,75;0;-
23.03.2019;00:30;-;594;1.865,25;0;-
23.03.2019;00:45;-;594,5;1.861,75;0;-
23.03.2019;01:00;52.873;598;1.863,25;0;43.101,5
23.03.2019;01:15;-;609,25;1.840,25;0;-
23.03.2019;01:30;-;620,25;1.817,25;0;-
23.03.2019;01:45;-;632,25;1.791;0;-
23.03.2019;02:00;52.149;644,5;1.764,25;0;42.616,5
23.03.2019;02:15;-;654,5;1.737;0;-
23.03.2019;02:30;-;664,75;1.709,25;0;-
23.03.2019;02:45;-;674,5;1.683,75;0;-
23.03.2019;03:00;51.329;682;1.660,75;0;42.100,25
23.03.2019;03:15;-;689,25;1.630,25;0;-
23.03.2019;03:30;-;695,5;1.600,5;0;-
23.03.2019;03:45;-;701;1.569,5;0;-
23.03.2019;04:00;50.632;702,25;1.537,75;0;41.876,75
23.03.2019;04:15;-;691,75;1.514,25;0;-
23.03.2019;04:30;-;680,5;1.491,25;0;-
23.03.2019;04:45;-;669,5;1.468;0;-
23.03.2019;05:00;50.859;659,5;1.448,5;0;42.526
23.03.2019;05:15;-;647,75;1.443,25;0;-
23.03.2019;05:30;-;636,5;1.438,5;0;-
23.03.2019;05:45;-;626,5;1.432,5;0;-
23.03.2019;06:00;51.563;619,25;1.436,75;3,75;42.831,75
23.03.2019;06:15;-;613;1.433,5;49,75;-
23.03.2019;06:30;-;606;1.431,25;153,25;-
23.03.2019;06:45;-;597,25;1.423,5;364;-
23.03.2019;07:00;57.251;588,5;1.409,25;630,5;45.125,25
23.03.2019;07:15;-;591,25;1.356,25;931,25;-
23.03.2019;07:30;-;593,5;1.302,5;1.270,25;-
23.03.2019;07:45;-;596,75;1.235,75;1.620;-
23.03.2019;08:00;65.035;600,5;1.165;1.993;48.058,75
23.03.2019;08:15;-;609;1.091,75;2.376,25;-
23.03.2019;08:30;-;617;1.020,75;2.770,25;-
23.03.2019;08:45;-;624,5;955,75;3.152,5;-
23.03.2019;09:00;72.397;630,25;902,75;3.518,75;50.384,5
23.03.2019;09:15;-;631,75;880,25;3.862;-
23.03.2019;09:30;-;634,25;857;4.173,75;-
23.03.2019;09:45;-;637;840,5;4.444,25;-
23.03.2019;10:00;77.227;639,25;829,75;4.681,25;51.171
23.03.2019;10:15;-;639,25;876,25;4.900;-
23.03.2019;10:30;-;641;924;5.079,75;-
23.03.2019;10:45;-;642,25;975,5;5.227,75;-
23.03.2019;11:00;79.751;642,5;1.028,25;5.342,5;50.904,5
23.03.2019;11:15;-;644,75;1.084;5.430;-
23.03.2019;11:30;-;646,25;1.141,5;5.498,5;-
23.03.2019;11:45;-;646,5;1.203,5;5.538,25;-
23.03.2019;12:00;80.005;647;1.269;5.548,25;49.893,5
23.03.2019;12:15;-;645,25;1.345,5;5.534,5;-
23.03.2019;12:30;-;643;1.424,5;5.491,5;-
23.03.2019;12:45;-;639;1.502,5;5.421,5;-
23.03.2019;13:00;77.142;636,5;1.577;5.325,5;47.433,75
23.03.2019;13:15;-;633,75;1.648,75;5.202;-
23.03.2019;13:30;-;631;1.720,5;5.051;-
23.03.2019;13:45;-;627,75;1.775,25;4.879,25;-
23.03.2019;14:00;71.523;623;1.829,75;4.685;44.041,25
23.03.2019;14:15;-;616;1.888;4.465,25;-
23.03.2019;14:30;-;609,25;1.945,75;4.233,75;-
23.03.2019;14:45;-;601,75;2.005,5;3.978,75;-
23.03.2019;15:00;67.366;594,75;2.060,75;3.702,5;43.605,25
23.03.2019;15:15;-;582;2.113;3.401;-
23.03.2019;15:30;-;570,75;2.161,75;3.074,5;-
23.03.2019;15:45;-;558,75;2.208,25;2.732,75;-
23.03.2019;16:00;62.264;545,75;2.244,75;2.377,75;43.878,75
23.03.2019;16:15;-;531,75;2.232,75;2.019,5;-
23.03.2019;16:30;-;517,25;2.222;1.657,5;-
23.03.2019;16:45;-;504;2.209,25;1.323;-
23.03.2019;17:00;57.438;489;2.194;1.002,25;44.593,75
23.03.2019;17:15;-;473,25;2.162,75;703;-
23.03.2019;17:30;-;458,75;2.128,5;452,75;-
23.03.2019;17:45;-;442,5;2.094,25;243,25;-
23.03.2019;18:00;56.265;426,5;2.062,5;113;46.351,75
23.03.2019;18:15;-;409,75;2.046,5;43,25;-
23.03.2019;18:30;-;394;2.028,5;5;-
23.03.2019;18:45;-;378,5;2.005,5;0,25;-
23.03.2019;19:00;58.006;363,5;1.986;0;48.808,75
23.03.2019;19:15;-;349,5;1.967,75;0;-
23.03.2019;19:30;-;336,75;1.946,25;0;-
23.03.2019;19:45;-;324,75;1.922,75;0;-
23.03.2019;20:00;56.030;312,5;1.900,75;0;47.335,75
23.03.2019;20:15;-;304;1.883,25;0;-
23.03.2019;20:30;-;296,25;1.864,25;0;-
23.03.2019;20:45;-;286,75;1.846,5;0;-
23.03.2019;21:00;52.685;278,75;1.828,25;0;44.449,5
23.03.2019;21:15;-;270,5;1.805;0;-
23.03.2019;21:30;-;262,25;1.780,75;0;-
23.03.2019;21:45;-;253,5;1.756,5;0;-
23.03.2019;22:00;51.614;246,25;1.724,5;0;43.989,5
23.03.2019;22:15;-;240,5;1.688;0;-
23.03.2019;22:30;-;235;1.650;0;-
23.03.2019;22:45;-;229,25;1.611;0;-
23.03.2019;23:00;49.064;224;1.571;0;42.133
23.03.2019;23:15;-;221,5;1.533;0;-
23.03.2019;23:30;-;218;1.494,25;0;-
23.03.2019;23:45;-;213,75;1.455,5;0;-
24.03.2019;00:00;46.906;169,75;1.254,75;0;41.431,75
24.03.2019;00:15;-;167,5;1.220,25;0;-
24.03.2019;00:30;-;164,5;1.184,75;0;-
24.03.2019;00:45;-;161,75;1.151;0;-
24.03.2019;01:00;45.194;160;1.117,5;0;40.288
24.03.2019;01:15;-;159;1.083,75;0;-
24.03.2019;01:30;-;157,25;1.051,75;0;-
24.03.2019;01:45;-;156,25;1.020,5;0;-
24.03.2019;02:00;43.956;155,25;980,5;0;39.604,25
24.03.2019;02:15;-;154,25;949,5;0;-
24.03.2019;02:30;-;152,75;919,5;0;-
24.03.2019;02:45;-;151,5;888,5;0;-
24.03.2019;03:00;43.541;150;858;0;39.688,5
24.03.2019;03:15;-;149,25;829;0;-
24.03.2019;03:30;-;147,75;800,25;0;-
24.03.2019;03:45;-;146,5;771,75;0;-
24.03.2019;04:00;43.466;145,5;743;0;40.090,5
24.03.2019;04:15;-;143,25;715,75;0;-
24.03.2019;04:30;-;141,5;687,5;0;-
24.03.2019;04:45;-;138,5;660,5;0;-
24.03.2019;05:00;43.138;136,5;633;0;40.229,75
24.03.2019;05:15;-;134,5;607;0;-
24.03.2019;05:30;-;133,5;578,75;0;-
24.03.2019;05:45;-;131,25;553,75;0;-
24.03.2019;06:00;43.339;130,75;530,75;5,5;40.374,25
24.03.2019;06:15;-;131,5;505;44,5;-
24.03.2019;06:30;-;132,75;478,75;131,25;-
24.03.2019;06:45;-;133;451;290;-
24.03.2019;07:00;47.415;134,75;421,5;491,25;41.930,75
24.03.2019;07:15;-;139;384,25;725,5;-
24.03.2019;07:30;-;144;345,75;986,25;-
24.03.2019;07:45;-;149,5;308,25;1.254,25;-
24.03.2019;08:00;53.445;154,5;267,25;1.537;43.983,75
24.03.2019;08:15;-;161,5;238,5;1.822,75;-
24.03.2019;08:30;-;168;210,75;2.121,25;-
24.03.2019;08:45;-;174,5;183,75;2.421,5;-
24.03.2019;09:00;59.396;181,25;161,25;2.715,25;45.583,5
24.03.2019;09:15;-;190,5;151,25;2.992,25;-
24.03.2019;09:30;-;198;143;3.251,25;-
24.03.2019;09:45;-;205,75;134;3.488,75;-
24.03.2019;10:00;63.706;215,5;127,25;3.705,25;46.224
24.03.2019;10:15;-;233,75;141,5;3.907;-
24.03.2019;10:30;-;251,5;154,5;4.080,25;-
24.03.2019;10:45;-;269,75;168;4.227,75;-
24.03.2019;11:00;67.550;290,25;188,25;4.352;47.377
24.03.2019;11:15;-;315;221;4.453,25;-
24.03.2019;11:30;-;340,25;253,75;4.529,75;-
24.03.2019;11:45;-;363,25;286,5;4.579,75;-
24.03.2019;12:00;68.747;389,5;325;4.604;47.090
24.03.2019;12:15;-;419;374,75;4.604;-
24.03.2019;12:30;-;450;423;4.579,75;-
24.03.2019;12:45;-;481,5;473;4.533,5;-
24.03.2019;13:00;65.573;510,75;524,5;4.465;43.560,5
24.03.2019;13:15;-;548,5;591,25;4.376,25;-
24.03.2019;13:30;-;585;658,75;4.267;-
24.03.2019;13:45;-;623,5;724;4.138;-
24.03.2019;14:00;61.576;661,25;789,25;3.987,25;40.206
24.03.2019;14:15;-;700,25;863;3.824,25;-
24.03.2019;14:30;-;740;935,25;3.642,25;-
24.03.2019;14:45;-;780;1.006,5;3.440,75;-
24.03.2019;15:00;58.762;816;1.079,25;3.219,25;39.121,75
24.03.2019;15:15;-;852;1.160,25;2.980;-
24.03.2019;15:30;-;888,5;1.240,75;2.718,75;-
24.03.2019;15:45;-;922,75;1.321;2.441,75;-
24.03.2019;16:00;55.965;946,75;1.388,25;2.148;39.383,25
24.03.2019;16:15;-;969,5;1.442,5;1.850,5;-
24.03.2019;16:30;-;993;1.495,75;1.544,5;-
24.03.2019;16:45;-;1.017,25;1.542,5;1.243,25;-
24.03.2019;17:00;54.823;1.040,75;1.582,5;946,75;41.651,75
24.03.2019;17:15;-;1.059,75;1.620;675;-
24.03.2019;17:30;-;1.080,25;1.656,25;446,75;-
24.03.2019;17:45;-;1.101,25;1.707,25;254,75;-
24.03.2019;18:00;56.824;1.123,75;1.760,25;124,25;44.589,5
24.03.2019;18:15;-;1.146,5;1.821,25;49,25;-
24.03.2019;18:30;-;1.170,25;1.882,75;8;-
24.03.2019;18:45;-;1.194,5;1.953,5;0,25;-
24.03.2019;19:00;60.347;1.217,75;2.030,5;0;46.749,25
24.03.2019;19:15;-;1.238,25;2.113,75;0;-
24.03.2019;19:30;-;1.258,25;2.196,75;0;-
24.03.2019;19:45;-;1.270,75;2.271,75;0;-
24.03.2019;20:00;60.564;1.248,25;2.344,25;0;45.612
24.03.2019;20:15;-;1.259,5;2.429,5;0;-
24.03.2019;20:30;-;1.270;2.514,75;0;-
24.03.2019;20:45;-;1.281,75;2.604;0;-
24.03.2019;21:00;60.838;1.291,25;2.697,25;0;44.263
24.03.2019;21:15;-;1.298;2.792,5;0;-
24.03.2019;21:30;-;1.305,75;2.889,25;0;-
24.03.2019;21:45;-;1.312,5;2.988,5;0;-
24.03.2019;22:00;62.343;1.316,5;3.052,75;0;44.300,75
24.03.2019;22:15;-;1.310,75;3.152,75;0;-
24.03.2019;22:30;-;1.305;3.251,5;0;-
24.03.2019;22:45;-;1.299;3.354;0;-
24.03.2019;23:00;62.860;1.294;3.456,25;0;43.337,5
24.03.2019;23:15;-;1.289;3.555,25;0;-
24.03.2019;23:30;-;1.285,5;3.653,25;0;-
24.03.2019;23:45;-;1.244,25;3.745;0;-
25.03.2019;00:00;59.423;1.250;3.882,5;0;38.245,75
25.03.2019;00:15;-;1.249;3.997;0;-
25.03.2019;00:30;-;1.247,75;4.107,75;0;-
25.03.2019;00:45;-;1.232,75;4.210,5;0;-
25.03.2019;01:00;58.742;1.234,25;4.300,75;0;36.332
25.03.2019;01:15;-;1.236,5;4.343,25;0;-
25.03.2019;01:30;-;1.239,75;4.385,5;0;-
25.03.2019;01:45;-;1.243;4.427;0;-
25.03.2019;02:00;59.572;1.245,5;4.472,5;0;36.291
25.03.2019;02:15;-;1.246,5;4.538,5;0;-
25.03.2019;02:30;-;1.246,5;4.607,75;0;-
25.03.2019;02:45;-;1.248,5;4.675,25;0;-
25.03.2019;03:00;59.979;1.250,25;4.743;0;35.572,5
25.03.2019;03:15;-;1.249,5;4.814,5;0;-
25.03.2019;03:30;-;1.248,25;4.889;0;-
25.03.2019;03:45;-;1.250,5;4.961,5;0;-
25.03.2019;04:00;62.165;1.253,25;5.029,75;0;36.693,75
25.03.2019;04:15;-;1.252,25;5.087,5;0;-
25.03.2019;04:30;-;1.252,5;5.142,75;0;-
25.03.2019;04:45;-;1.253,5;5.199,75;0;-
25.03.2019;05:00;67.644;1.253;5.258,75;0;41.396
25.03.2019;05:15;-;1.246,25;5.300;0;-
25.03.2019;05:30;-;1.238,5;5.340,5;0;-
25.03.2019;05:45;-;1.236;5.375;0;-
25.03.2019;06:00;73.939;1.234,25;5.485,25;5,75;46.415
25.03.2019;06:15;-;1.236,25;5.526,25;38,75;-
25.03.2019;06:30;-;1.237,5;5.569,25;109,5;-
25.03.2019;06:45;-;1.237,75;5.608,75;234,75;-
25.03.2019;07:00;81.393;1.236,75;5.647;396,25;50.884,75
25.03.2019;07:15;-;1.238,25;5.672,75;589,25;-
25.03.2019;07:30;-;1.239,25;5.701;801;-
25.03.2019;07:45;-;1.240;5.731,75;1.015;-
25.03.2019;08:00;87.230;1.240,25;5.760,5;1.239,25;52.551,5
25.03.2019;08:15;-;1.234,25;5.824,25;1.466,25;-
25.03.2019;08:30;-;1.229,25;5.888,5;1.698,25;-
25.03.2019;08:45;-;1.223;5.948;1.926,75;-
25.03.2019;09:00;90.643;1.217;6.002;2.146,5;51.773,5
25.03.2019;09:15;-;1.210;6.039,25;2.361;-
25.03.2019;09:30;-;1.202;6.075,25;2.562;-
25.03.2019;09:45;-;1.195,25;6.113,25;2.746;-
25.03.2019;10:00;93.583;1.187,5;6.147;2.917,5;51.731,25
25.03.2019;10:15;-;1.182,5;6.172,25;3.054;-
25.03.2019;10:30;-;1.177,75;6.199,25;3.162,25;-
25.03.2019;10:45;-;1.172,5;6.220,25;3.259;-
25.03.2019;11:00;95.638;1.167;6.232,5;3.351,25;52.408
25.03.2019;11:15;-;1.163,25;6.226;3.407,5;-
25.03.2019;11:30;-;1.159;6.220,25;3.450,5;-
25.03.2019;11:45;-;1.154,25;6.217,75;3.480,75;-
25.03.2019;12:00;95.804;1.151,25;6.210,75;3.495,25;52.279
25.03.2019;12:15;-;1.151,25;6.223,75;3.510,25;-
25.03.2019;12:30;-;1.151;6.238,75;3.508,25;-
25.03.2019;12:45;-;1.150,25;6.253;3.481,25;-
25.03.2019;13:00;95.391;1.149;6.272,75;3.442,25;52.218
25.03.2019;13:15;-;1.143,5;6.287,75;3.399;-
25.03.2019;13:30;-;1.138,75;6.303,75;3.331,75;-
25.03.2019;13:45;-;1.135,5;6.317;3.252;-
25.03.2019;14:00;91.817;1.133,5;6.322,5;3.170;50.101
25.03.2019;14:15;-;1.129,75;6.318,5;3.061,5;-
25.03.2019;14:30;-;1.125;6.315,25;2.927;-
25.03.2019;14:45;-;1.121,75;6.308,75;2.782,5;-
25.03.2019;15:00;88.526;1.117;6.294,75;2.625,75;49.609,25
25.03.2019;15:15;-;1.112,25;6.274,25;2.458;-
25.03.2019;15:30;-;1.106,75;6.253,75;2.269;-
25.03.2019;15:45;-;1.100,75;6.230;2.074,5;-
25.03.2019;16:00;83.539;1.095,25;6.193,25;1.860;49.123,75
25.03.2019;16:15;-;1.090,75;6.072;1.628,25;-
25.03.2019;16:30;-;1.086,25;5.948,75;1.388,5;-
25.03.2019;16:45;-;1.083,75;5.824;1.144,5;-
25.03.2019;17:00;78.407;1.086,25;5.694,5;897,75;49.995,25
25.03.2019;17:15;-;1.082,25;5.536,75;654,25;-
25.03.2019;17:30;-;1.086,75;5.377,25;440,5;-
25.03.2019;17:45;-;1.082,75;5.221,5;251,25;-
25.03.2019;18:00;75.553;1.078;5.071,5;123,75;51.231,25
25.03.2019;18:15;-;1.109,25;4.984,5;50;-
25.03.2019;18:30;-;1.103,5;4.890,25;8,75;-
25.03.2019;18:45;-;1.100;4.801,5;0,75;-
25.03.2019;19:00;74.609;1.093;4.726,5;0;51.724,75
25.03.2019;19:15;-;1.089,25;4.664,5;0;-
25.03.2019;19:30;-;1.085,75;4.604;0;-
25.03.2019;19:45;-;1.083,25;4.538;0;-
25.03.2019;20:00;72.243;1.082;4.472,5;0;50.464,25
25.03.2019;20:15;-;1.079,25;4.402,75;0;-
25.03.2019;20:30;-;1.077,25;4.331;0;-
25.03.2019;20:45;-;1.073,5;4.260,5;0;-
25.03.2019;21:00;69.968;1.068,25;4.195;0;49.364,5
25.03.2019;21:15;-;1.059,75;4.128,75;0;-
25.03.2019;21:30;-;1.051;4.062,25;0;-
25.03.2019;21:45;-;1.042,5;3.996;0;-
25.03.2019;22:00;66.772;1.035,75;3.892,5;0;47.406,5
25.03.2019;22:15;-;1.033,75;3.834;0;-
25.03.2019;22:30;-;1.030;3.776,5;0;-
25.03.2019;22:45;-;1.046,25;3.716,75;0;-
25.03.2019;23:00;63.922;1.042;3.659,5;0;45.417
25.03.2019;23:15;-;1.041;3.610,5;0;-
25.03.2019;23:30;-;1.036,5;3.560,25;0;-
25.03.2019;23:45;-;1.036;3.519,25;0;-
26.03.2019;00:00;59.720;965,25;3.024;0;43.946
26.03.2019;00:15;-;954,75;3.003,5;0;-
26.03.2019;00:30;-;943;2.983,5;0;-
26.03.2019;00:45;-;931,5;2.968,5;0;-
26.03.2019;01:00;57.922;918,5;2.951,5;0;42.443,5
26.03.2019;01:15;-;932;2.938;0;-
26.03.2019;01:30;-;946,25;2.923,5;0;-
26.03.2019;01:45;-;959,75;2.909;0;-
26.03.2019;02:00;56.752;976,75;2.902,5;0;41.005,75
26.03.2019;02:15;-;1.000,5;2.915,5;0;-
26.03.2019;02:30;-;1.024,5;2.929,25;0;-
26.03.2019;02:45;-;1.050,75;2.946,5;0;-
26.03.2019;03:00;57.502;1.078;2.965;0;40.917,5
26.03.2019;03:15;-;1.104,5;3.007,75;0;-
26.03.2019;03:30;-;1.130,5;3.049,75;0;-
26.03.2019;03:45;-;1.157,25;3.091,75;0;-
26.03.2019;04:00;59.451;1.183,75;3.132,5;0;41.744,25
26.03.2019;04:15;-;1.200;3.189;0;-
26.03.2019;04:30;-;1.216,5;3.246;0;-
26.03.2019;04:45;-;1.235,75;3.303,25;0;-
26.03.2019;05:00;62.461;1.252,5;3.358;0;43.752,75
26.03.2019;05:15;-;1.258,5;3.406,25;0;-
26.03.2019;05:30;-;1.230,5;3.456,5;0;-
26.03.2019;05:45;-;1.238,25;3.507,75;0;-
26.03.2019;06:00;66.886;1.244,5;3.597,75;8;46.838,5
26.03.2019;06:15;-;1.247;3.647;42,25;-
26.03.2019;06:30;-;1.247,5;3.697,75;102,75;-
26.03.2019;06:45;-;1.250;3.742,75;220,25;-
26.03.2019;07:00;72.896;1.247,5;3.791,75;367,75;49.900,25
26.03.2019;07:15;-;1.244,75;3.847;532,5;-
26.03.2019;07:30;-;1.241,75;3.902,25;712,75;-
26.03.2019;07:45;-;1.237,5;3.971;899,25;-
26.03.2019;08:00;79.583;1.233,5;4.033;1.098,5;52.644,5
26.03.2019;08:15;-;1.217,75;4.093,5;1.293;-
26.03.2019;08:30;-;1.210,25;4.157,25;1.492,25;-
26.03.2019;08:45;-;1.203,75;4.221,5;1.684,25;-
26.03.2019;09:00;84.837;1.197,25;4.280,25;1.866,75;53.930
26.03.2019;09:15;-;1.190,25;4.381;2.039,25;-
26.03.2019;09:30;-;1.184,25;4.479,25;2.198;-
26.03.2019;09:45;-;1.176,25;4.570,5;2.344;-
26.03.2019;10:00;87.259;1.168,5;4.648,25;2.482,5;53.158,5
26.03.2019;10:15;-;1.147,25;4.721,25;2.609,25;-
26.03.2019;10:30;-;1.127,5;4.792,25;2.703;-
26.03.2019;10:45;-;1.105,5;4.818;2.777,25;-
26.03.2019;11:00;88.746;1.081,5;4.845;2.839,25;53.490
26.03.2019;11:15;-;1.069;4.863,75;2.881;-
26.03.2019;11:30;-;1.041,25;4.884,75;2.903;-
26.03.2019;11:45;-;1.022,25;4.910;2.915,25;-
26.03.2019;12:00;88.568;995,5;4.924,5;2.919,25;53.387,75
26.03.2019;12:15;-;971,75;4.942;2.907,25;-
26.03.2019;12:30;-;947,75;4.959;2.879,25;-
26.03.2019;12:45;-;925,25;4.969,5;2.839,25;-
26.03.2019;13:00;86.374;904,25;4.978;2.788;52.161
26.03.2019;13:15;-;903;4.973,75;2.728,25;-
26.03.2019;13:30;-;902;4.969,75;2.649,25;-
26.03.2019;13:45;-;901,25;4.958,5;2.557;-
26.03.2019;14:00;83.142;903,25;4.943,75;2.457,5;50.811,5
26.03.2019;14:15;-;901,5;4.904;2.364,25;-
26.03.2019;14:30;-;899,5;4.863,5;2.249,75;-
26.03.2019;14:45;-;897,75;4.823,25;2.122,5;-
26.03.2019;15:00;79.218;893,5;4.775,75;1.980,5;49.973,75
26.03.2019;15:15;-;886,5;4.717,25;1.828,5;-
26.03.2019;15:30;-;879;4.658,25;1.663,5;-
26.03.2019;15:45;-;870,5;4.598,25;1.492,75;-
26.03.2019;16:00;74.877;864,75;4.531;1.319,5;49.898,5
26.03.2019;16:15;-;850,75;4.407;1.144,75;-
26.03.2019;16:30;-;837,5;4.281;969,25;-
26.03.2019;16:45;-;823,5;4.158,5;791;-
26.03.2019;17:00;70.066;809,75;4.021;616;50.243,75
26.03.2019;17:15;-;797;3.857;450;-
26.03.2019;17:30;-;785,75;3.688,75;303,5;-
26.03.2019;17:45;-;772,25;3.544;177,25;-
26.03.2019;18:00;68.722;760;3.402,75;89,75;52.647
26.03.2019;18:15;-;746,5;3.298,75;34,5;-
26.03.2019;18:30;-;732,5;3.193,25;6,5;-
26.03.2019;18:45;-;718;3.092;0,5;-
26.03.2019;19:00;68.491;703;2.995,25;0;54.226,5
26.03.2019;19:15;-;682,25;2.928,5;0;-
26.03.2019;19:30;-;662,25;2.860,5;0;-
26.03.2019;19:45;-;641,5;2.791,25;0;-
26.03.2019;20:00;64.810;622;2.729,75;0;51.776,75
26.03.2019;20:15;-;604,25;2.685,5;0;-
26.03.2019;20:30;-;585,75;2.642;0;-
26.03.2019;20:45;-;567;2.597;0;-
26.03.2019;21:00;61.525;551,25;2.548,75;0;49.530,25
26.03.2019;21:15;-;536,75;2.495,75;0;-
26.03.2019;21:30;-;522,75;2.441,75;0;-
26.03.2019;21:45;-;510,25;2.387,5;0;-
26.03.2019;22:00;59.851;500;2.325;0;48.788,25
26.03.2019;22:15;-;498;2.287,5;0;-
26.03.2019;22:30;-;496,25;2.250;0;-
26.03.2019;22:45;-;495;2.211;0;-
26.03.2019;23:00;58.420;494,75;2.170,5;0;47.956
26.03.2019;23:15;-;501;2.130,5;0;-
26.03.2019;23:30;-;508;2.090,75;0;-
26.03.2019;23:45;-;514,25;2.054,25;0;-
27.03.2019;00:00;55.215;422;1.921,5;0;46.035
27.03.2019;00:15;-;428,25;1.883,5;0;-
27.03.2019;00:30;-;434;1.844,25;0;-
27.03.2019;00:45;-;440,5;1.806;0;-
27.03.2019;01:00;53.445;447,25;1.773,25;0;44.550,25
27.03.2019;01:15;-;460;1.762,75;0;-
27.03.2019;01:30;-;472,5;1.751,5;0;-
27.03.2019;01:45;-;484,75;1.742,75;0;-
27.03.2019;02:00;52.686;498,5;1.722,75;0;43.718,5
27.03.2019;02:15;-;516,25;1.719;0;-
27.03.2019;02:30;-;532,75;1.716,75;0;-
27.03.2019;02:45;-;548,25;1.713,25;0;-
27.03.2019;03:00;52.221;564,5;1.708,75;0;43.048
27.03.2019;03:15;-;582,5;1.705,25;0;-
27.03.2019;03:30;-;600;1.700,75;0;-
27.03.2019;03:45;-;616,75;1.694,5;0;-
27.03.2019;04:00;53.855;632,5;1.691;0;44.427,25
27.03.2019;04:15;-;654,75;1.691,25;0;-
27.03.2019;04:30;-;678;1.689,75;0;-
27.03.2019;04:45;-;700;1.690,5;0;-
27.03.2019;05:00;57.128;722,25;1.692;0;47.321,75
27.03.2019;05:15;-;739;1.699,5;0;-
27.03.2019;05:30;-;755,75;1.708,25;0;-
27.03.2019;05:45;-;773,25;1.716;0,25;-
27.03.2019;06:00;62.023;788,25;1.738,5;8,75;51.397,5
27.03.2019;06:15;-;801;1.759;36;-
27.03.2019;06:30;-;812,75;1.780,25;86,5;-
27.03.2019;06:45;-;825,25;1.801,25;188;-
27.03.2019;07:00;67.393;836,75;1.819;306;54.484,25
27.03.2019;07:15;-;840;1.839,5;449,75;-
27.03.2019;07:30;-;842,25;1.862,5;609,75;-
27.03.2019;07:45;-;846;1.885,75;771,5;-
27.03.2019;08:00;72.093;847,25;1.913;940,75;56.089,5
27.03.2019;08:15;-;849;1.938,5;1.114,25;-
27.03.2019;08:30;-;847,5;1.965;1.290,25;-
27.03.2019;08:45;-;848;1.992,5;1.457,5;-
27.03.2019;09:00;75.099;848,5;2.020;1.618,75;56.125,25
27.03.2019;09:15;-;850,5;2.049,25;1.767,25;-
27.03.2019;09:30;-;853,75;2.077,25;1.902,25;-
27.03.2019;09:45;-;855;2.107,5;2.023,75;-
27.03.2019;10:00;76.976;857,25;2.135;2.132,25;55.763
27.03.2019;10:15;-;857,25;2.168;2.229,5;-
27.03.2019;10:30;-;856,75;2.201,75;2.311;-
27.03.2019;10:45;-;856,5;2.233,75;2.374;-
27.03.2019;11:00;78.532;856,5;2.265,5;2.426,5;55.952
27.03.2019;11:15;-;858;2.297,25;2.469,75;-
27.03.2019;11:30;-;858,75;2.330,75;2.494,25;-
27.03.2019;11:45;-;860,5;2.361,5;2.500,75;-
27.03.2019;12:00;79.139;861,25;2.394;2.494,5;56.130
27.03.2019;12:15;-;862,75;2.420,25;2.478,25;-
27.03.2019;12:30;-;865;2.446,5;2.446,25;-
27.03.2019;12:45;-;867,25;2.471,75;2.401,25;-
27.03.2019;13:00;78.055;869;2.495,75;2.347,25;55.539,5
27.03.2019;13:15;-;868;2.507,25;2.289,25;-
27.03.2019;13:30;-;867,25;2.518,5;2.218,5;-
27.03.2019;13:45;-;866;2.529,75;2.139;-
27.03.2019;14:00;74.891;864,25;2.539,25;2.056,25;53.669,75
